id,key,value,type
360731429,amenity,fuel,regular
360731429,created_by,Potlatch 0.10f,regular
360771471,highway,turning_circle,regular
360783507,created_by,Potlatch 0.10f,regular
360783507,landuse,recreation_ground,regular
360794296,highway,turning_circle,regular
360800194,highway,turning_circle,regular
360812944,highway,turning_circle,regular
360813044,highway,turning_circle,regular
360835183,highway,turning_circle,regular
360847050,highway,traffic_signals,regular
360847050,traffic_signals,signal,regular
360848198,highway,turning_circle,regular
360848290,highway,turning_circle,regular
360849785,crossing,marked,regular
360849785,highway,crossing,regular
360871014,highway,turning_circle,regular
360876649,highway,turning_circle,regular
366385432,state,UT,addr
366385432,amenity,public_building,regular
366385432,ele,1415,regular
366385432,county_name,Cache,gnis
366385432,feature_id,1454936,gnis
366385432,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
366385432,name,Utah Water Research Lab,regular
368982256,state,UT,addr
368982256,aeroway,aerodrome,regular
368982256,closest_town,"Logan, Utah",regular
368982256,ele,1357,regular
368982256,county_name,Cache,gnis
368982256,created,2/25/1989,gnis
368982256,feature_id,1447614,gnis
368982256,feature_type,Airport,gnis
368982256,iata,LGU,regular
368982256,icao,KLGU,regular
368982256,name,Logan-Cache Airport,regular
368982256,en,Logan-Cache Airport,name
368982256,operator,Logan City & Cache County,regular
368982256,source,wikipedia,regular
368982256,source_ref,geonames.usgs.gov,regular
368982256,type,Public,regular
368982256,wikidata,Q6666913,regular
368982256,wikipedia,en:Logan-Cache Airport,regular
385631319,power,tower,regular
385631321,power,tower,regular
385631324,power,tower,regular
385631326,power,tower,regular
385631329,power,tower,regular
385631331,power,tower,regular
385631334,power,tower,regular
385631337,power,tower,regular
385631339,power,tower,regular
385631342,power,tower,regular
385631344,power,tower,regular
385631346,power,tower,regular
385631348,power,tower,regular
385631351,power,tower,regular
385631354,power,tower,regular
385631356,power,tower,regular
385631361,power,tower,regular
385632737,power,tower,regular
385632739,power,tower,regular
385632741,power,tower,regular
385632743,power,tower,regular
385632745,power,tower,regular
385632747,power,tower,regular
385632749,power,tower,regular
385632751,power,tower,regular
385632752,power,tower,regular
385632754,power,tower,regular
385632756,power,tower,regular
385632758,power,tower,regular
385632760,power,tower,regular
385632762,power,tower,regular
385632764,power,tower,regular
385632766,power,tower,regular
385632769,power,tower,regular
385632771,power,tower,regular
385632774,power,tower,regular
385632776,power,tower,regular
385632778,power,tower,regular
385632780,power,tower,regular
385632782,power,tower,regular
385632785,power,tower,regular
385632787,power,tower,regular
385632789,power,tower,regular
385632792,power,tower,regular
385632794,power,tower,regular
385632796,power,tower,regular
385632799,power,tower,regular
385632801,power,tower,regular
385632803,power,tower,regular
385632805,power,tower,regular
385632807,power,tower,regular
385632810,power,tower,regular
385632812,power,tower,regular
385632814,power,tower,regular
385632817,power,tower,regular
385632818,power,tower,regular
385632820,power,tower,regular
385632822,power,tower,regular
385632824,power,tower,regular
385632826,power,tower,regular
385632827,power,tower,regular
385632829,power,tower,regular
385632831,power,tower,regular
385632832,power,tower,regular
385632834,power,tower,regular
385632836,power,tower,regular
420830174,highway,turning_circle,regular
420840299,highway,turning_circle,regular
420841615,highway,turning_circle,regular
424578121,brand,Smith's,regular
424578121,wikidata,Q7544856,brand
424578121,wikipedia,en:Smith's Food and Drug,brand
424578121,name,Smith's,regular
424578121,operator,Smith's,regular
424578121,shop,supermarket,regular
424578122,name,Macey's,regular
424578122,shop,supermarket,regular
424578123,operator,King's,regular
424578123,shop,department_store,regular
425483261,highway,turning_circle,regular
425500649,highway,turning_circle,regular
426861396,highway,turning_circle,regular
426861396,source,Yahoo,regular
426861398,highway,turning_circle,regular
426861398,source,Yahoo,regular
428515504,highway,turning_circle,regular
428515537,highway,turning_circle,regular
428515631,highway,turning_circle,regular
428515634,highway,turning_circle,regular
428515643,highway,turning_circle,regular
428515646,highway,turning_circle,regular
428515647,highway,turning_circle,regular
428515651,highway,turning_circle,regular
428515656,highway,turning_circle,regular
428521530,highway,turning_circle,regular
428521627,highway,turning_circle,regular
428521635,highway,turning_circle,regular
428521664,highway,turning_circle,regular
428521708,highway,turning_circle,regular
428521753,highway,turning_circle,regular
428521754,highway,turning_circle,regular
428523746,highway,turning_circle,regular
428523751,highway,turning_circle,regular
428523877,highway,turning_circle,regular
428523892,highway,turning_circle,regular
428564152,highway,turning_circle,regular
428564418,highway,turning_circle,regular
428863625,highway,turning_circle,regular
428863633,highway,turning_circle,regular
428863663,highway,turning_circle,regular
428865694,highway,turning_circle,regular
428865699,highway,turning_circle,regular
428865708,highway,turning_circle,regular
428865749,highway,turning_circle,regular
428868035,highway,turning_circle,regular
428875390,highway,turning_circle,regular
428875392,highway,turning_circle,regular
428875414,highway,turning_circle,regular
428875456,highway,turning_circle,regular
428875490,highway,turning_circle,regular
428875496,highway,turning_circle,regular
428878517,highway,turning_circle,regular
428954874,highway,turning_circle,regular
428988221,highway,turning_circle,regular
428988222,highway,turning_circle,regular
428988223,highway,turning_circle,regular
428988803,railway,level_crossing,regular
429258142,highway,turning_circle,regular
429521384,barrier,gate,regular
429521385,barrier,gate,regular
429564574,highway,turning_circle,regular
429569795,highway,turning_circle,regular
429569804,highway,turning_circle,regular
429569805,highway,turning_circle,regular
429569831,highway,turning_circle,regular
429569832,highway,turning_circle,regular
429571909,highway,turning_circle,regular
429571910,highway,turning_circle,regular
429572617,highway,turning_circle,regular
429572632,highway,turning_circle,regular
429572635,highway,turning_circle,regular
429573293,highway,turning_circle,regular
429573297,highway,turning_circle,regular
429584848,historic,monument,regular
429619873,historic,monument,regular
430664023,highway,turning_circle,regular
430688861,highway,turning_circle,regular
430693110,highway,turning_circle,regular
430693170,highway,turning_circle,regular
430792954,highway,turning_circle,regular
431587056,highway,turning_circle,regular
432591565,ford,yes,regular
432610577,highway,turning_circle,regular
432610589,highway,turning_circle,regular
432610604,highway,turning_circle,regular
432610641,highway,turning_circle,regular
432628634,ford,yes,regular
432628714,ford,yes,regular
440675437,highway,turning_circle,regular
440676403,highway,turning_circle,regular
440676470,highway,turning_circle,regular
444964295,highway,turning_circle,regular
583000686,power,tower,regular
583000687,power,tower,regular
583000688,power,tower,regular
583009222,railway,level_crossing,regular
583009297,power,tower,regular
583009298,power,tower,regular
583009299,power,tower,regular
583009300,power,tower,regular
583009301,power,tower,regular
583009442,power,tower,regular
583009482,power,tower,regular
583009483,power,tower,regular
583009501,power,tower,regular
583009502,power,tower,regular
583009503,power,tower,regular
583009504,power,tower,regular
583009505,power,tower,regular
583009507,power,tower,regular
583009510,power,tower,regular
583009521,power,tower,regular
583009527,power,tower,regular
583009534,power,tower,regular
583009538,power,tower,regular
583009541,power,tower,regular
583009546,power,tower,regular
583009550,power,tower,regular
583009554,power,tower,regular
583009556,power,tower,regular
583009557,power,tower,regular
583009558,power,tower,regular
583009562,power,tower,regular
583009565,power,tower,regular
583009568,power,tower,regular
585370777,landuse,quarry,regular
585370777,man_made,mine,regular
585370777,name,Nibley,regular
585370777,note,"Record <a href=""http://tin.er.usgs.gov/mineplant/show.php?labno=6203"">6203</a> of the <a href=""http://tin.er.usgs.gov/mineplant/"">Active mines and mineral plants in the US</a>",regular
585370778,landuse,quarry,regular
585370778,man_made,mine,regular
585370778,name,Sand & Gravel Pit,regular
585370778,note,"Record <a href=""http://tin.er.usgs.gov/mineplant/show.php?labno=6204"">6204</a> of the <a href=""http://tin.er.usgs.gov/mineplant/"">Active mines and mineral plants in the US</a>",regular
928163333,highway,turning_circle,regular
928163341,highway,turning_circle,regular
928163355,highway,turning_circle,regular
928163358,highway,turning_circle,regular
928192440,highway,turning_circle,regular
1015576024,amenity,post_box,regular
1015576024,operator,USPS,regular
1015576024,source,Bing,regular
1082913937,highway,turning_circle,regular
1189281009,power,tower,regular
1189281009,source,bing,regular
1189281127,power,tower,regular
1189281127,source,bing,regular
1189281158,power,tower,regular
1189281158,source,bing,regular
1189281172,power,tower,regular
1189281172,source,bing,regular
1189281209,power,tower,regular
1189281209,source,bing,regular
1189281260,power,tower,regular
1189281260,source,bing,regular
1189281301,power,tower,regular
1189281301,source,bing,regular
1189281431,power,tower,regular
1189281431,source,bing,regular
1189281449,power,tower,regular
1189281449,source,bing,regular
1189281486,power,tower,regular
1189281486,source,bing,regular
1189281693,power,tower,regular
1189281693,source,bing,regular
1189281823,power,tower,regular
1189281823,source,bing,regular
1189281933,power,tower,regular
1189281933,source,bing,regular
1189282021,power,tower,regular
1189282021,source,bing,regular
1189282086,power,tower,regular
1189282086,source,bing,regular
1189282113,power,tower,regular
1189282113,source,bing,regular
1189282158,power,tower,regular
1189282158,source,bing,regular
1189282233,power,tower,regular
1189282233,source,bing,regular
1189282379,power,tower,regular
1189282379,source,bing,regular
1189282423,power,tower,regular
1189282423,source,bing,regular
1189282438,power,tower,regular
1189282438,source,bing,regular
1189282452,power,tower,regular
1189282452,source,bing,regular
1189282531,power,tower,regular
1189282531,source,bing,regular
1189282645,power,tower,regular
1189282645,source,bing,regular
1189282749,power,tower,regular
1189282749,source,bing,regular
1189282961,power,tower,regular
1189282961,source,bing,regular
1189283013,power,tower,regular
1189283013,source,bing,regular
1189283044,power,tower,regular
1189283044,source,bing,regular
1189283187,power,tower,regular
1189283187,source,bing,regular
1189283304,power,tower,regular
1189283304,source,bing,regular
1189283426,power,tower,regular
1189283426,source,bing,regular
1189283461,power,tower,regular
1189283461,source,bing,regular
1189283536,power,tower,regular
1189283536,source,bing,regular
1195164642,power,tower,regular
1195164643,power,tower,regular
1195164644,power,tower,regular
1195164650,power,tower,regular
1195164652,power,tower,regular
1195164660,power,tower,regular
1195164663,power,tower,regular
1195164664,power,tower,regular
1195164677,power,tower,regular
1195164683,power,tower,regular
1195164689,power,tower,regular
1195164691,power,tower,regular
1195164701,power,tower,regular
1195164703,power,tower,regular
1195164706,power,tower,regular
1195164711,power,tower,regular
1195164715,power,tower,regular
1195164723,power,tower,regular
1207056588,power,tower,regular
1207056591,power,tower,regular
1207056601,power,tower,regular
1207056604,power,tower,regular
1207056605,power,tower,regular
1207056610,power,tower,regular
1207056621,power,tower,regular
1207056626,power,tower,regular
1207056633,power,tower,regular
1207056639,power,tower,regular
1207056642,power,tower,regular
1207056644,power,tower,regular
1207056645,power,tower,regular
1207056649,power,tower,regular
1207056658,power,tower,regular
1207056659,power,tower,regular
1207056660,power,tower,regular
1207056664,power,tower,regular
1207056666,power,tower,regular
1207056670,power,tower,regular
1207056674,power,tower,regular
1207056676,power,tower,regular
1207056680,power,tower,regular
1207056690,power,tower,regular
1207056693,power,tower,regular
1207056695,power,tower,regular
1207056698,power,tower,regular
1207056707,power,tower,regular
1207056709,power,tower,regular
1207056711,power,tower,regular
1207056721,power,tower,regular
1207056726,power,tower,regular
1207056727,power,tower,regular
1207056735,power,tower,regular
1207056739,power,tower,regular
1207056743,power,tower,regular
1207056745,power,tower,regular
1207056767,power,tower,regular
1207056769,power,tower,regular
1207056776,power,tower,regular
1207056798,power,tower,regular
1207056801,power,tower,regular
1207056812,power,tower,regular
1207056819,power,tower,regular
1207056823,power,tower,regular
1207056826,power,tower,regular
1207056830,power,tower,regular
1207056832,power,tower,regular
1207056834,power,tower,regular
1207056836,power,tower,regular
1207056845,power,tower,regular
1207056847,power,tower,regular
1207132563,power,tower,regular
1207132564,power,tower,regular
1207132565,power,tower,regular
1207132566,power,tower,regular
1207132567,power,tower,regular
1207132568,power,tower,regular
1207132569,power,tower,regular
1207132570,power,tower,regular
1207132571,power,tower,regular
1207132572,power,tower,regular
1207132573,power,tower,regular
1207132574,power,tower,regular
1207132575,power,tower,regular
1207132576,power,tower,regular
1207132577,power,tower,regular
1207132578,power,tower,regular
1207132579,power,tower,regular
1207132580,power,tower,regular
1207132581,power,tower,regular
1207132582,power,tower,regular
1207132583,power,tower,regular
1207132584,power,tower,regular
1207132585,power,tower,regular
1207132586,power,tower,regular
1207132587,power,tower,regular
1207132588,power,tower,regular
1207132589,power,tower,regular
1207132590,power,tower,regular
1207132591,power,tower,regular
1207132592,power,tower,regular
1207132593,power,tower,regular
1207132594,power,tower,regular
1207132595,power,tower,regular
1207132596,power,tower,regular
1207132597,power,tower,regular
1207132598,power,tower,regular
1207132599,power,tower,regular
1207132600,power,tower,regular
1207132601,power,tower,regular
1207132602,power,tower,regular
1207132603,power,tower,regular
1207132604,power,tower,regular
1207132605,power,tower,regular
1207132606,power,tower,regular
1207132607,power,tower,regular
1207132608,power,tower,regular
1207132609,power,tower,regular
1207132610,power,tower,regular
1207132611,power,tower,regular
1207132612,power,tower,regular
1207132613,power,tower,regular
1207132614,power,tower,regular
1207132615,power,tower,regular
1207132616,power,tower,regular
1207132617,power,tower,regular
1207132619,power,tower,regular
1207132620,power,tower,regular
1207132622,power,tower,regular
1207132624,power,tower,regular
1207132626,power,tower,regular
1207132630,power,tower,regular
1207132631,power,tower,regular
1207132632,power,tower,regular
1207132634,power,tower,regular
1207132636,power,tower,regular
1207132638,power,tower,regular
1207132648,power,tower,regular
1207132652,power,tower,regular
1207132653,power,tower,regular
1207132654,power,tower,regular
1207132655,power,tower,regular
1207132666,power,tower,regular
1207132669,power,tower,regular
1207132671,power,tower,regular
1207132672,power,tower,regular
1207132673,power,tower,regular
1207132675,power,tower,regular
1207132684,power,tower,regular
1207132686,power,tower,regular
1207132689,power,tower,regular
1207132690,power,tower,regular
1207132691,power,tower,regular
1207132698,power,tower,regular
1207132700,power,tower,regular
1207132703,power,tower,regular
1207132705,power,tower,regular
1207132707,power,tower,regular
1207132709,power,tower,regular
1207132712,power,tower,regular
1207132713,power,tower,regular
1207132714,power,tower,regular
1207132715,power,tower,regular
1207132716,power,tower,regular
1207132717,power,tower,regular
1207132718,power,tower,regular
1207132720,power,tower,regular
1207132722,power,tower,regular
1207132723,power,tower,regular
1207132725,power,tower,regular
1207132726,power,tower,regular
1207132729,power,tower,regular
1207132730,power,tower,regular
1207132731,power,tower,regular
1207132736,power,tower,regular
1207132738,power,tower,regular
1207132742,power,tower,regular
1207132744,power,tower,regular
1207132747,power,tower,regular
1207132749,power,tower,regular
1207132750,power,tower,regular
1207132751,power,tower,regular
1207132754,power,tower,regular
1207132756,power,tower,regular
1207132757,power,tower,regular
1207132759,power,tower,regular
1207132760,power,tower,regular
1207132764,power,tower,regular
1207132765,power,tower,regular
1207132766,power,tower,regular
1207132767,power,tower,regular
1207132768,power,tower,regular
1207132769,power,tower,regular
1207132772,power,tower,regular
1207132775,power,tower,regular
1207132777,power,tower,regular
1207132779,power,tower,regular
1207132780,power,tower,regular
1207132785,power,tower,regular
1207132788,power,tower,regular
1207132789,power,tower,regular
1207132791,power,tower,regular
1207132792,power,tower,regular
1207132796,power,tower,regular
1207132797,power,tower,regular
1207132798,power,tower,regular
1207132799,power,tower,regular
1207132800,power,tower,regular
1207132801,power,tower,regular
1207132802,power,tower,regular
1207132803,power,tower,regular
1207132804,power,tower,regular
1207132805,power,tower,regular
1207132806,power,tower,regular
1207132810,power,tower,regular
1207132812,power,tower,regular
1207132813,power,tower,regular
1207132814,power,tower,regular
1207132815,power,tower,regular
1207132816,power,tower,regular
1207132825,power,tower,regular
1207132826,power,tower,regular
1207132827,power,tower,regular
1207132828,power,tower,regular
1207132829,power,tower,regular
1207132834,power,tower,regular
1207132835,power,tower,regular
1207132836,power,tower,regular
1207132837,power,tower,regular
1207132838,power,tower,regular
1207132842,power,tower,regular
1207132844,power,tower,regular
1207132846,power,tower,regular
1207132848,power,tower,regular
1207132849,power,tower,regular
1207132850,power,tower,regular
1207132851,power,tower,regular
1207132852,power,tower,regular
1207132853,power,tower,regular
1207132854,power,tower,regular
1207132856,power,tower,regular
1207132858,power,tower,regular
1207132860,power,tower,regular
1207132861,power,tower,regular
1207132862,power,tower,regular
1207132868,power,tower,regular
1207132870,power,tower,regular
1207132872,power,tower,regular
1207132874,power,tower,regular
1207132876,power,tower,regular
1207132877,power,tower,regular
1207132880,power,tower,regular
1207132881,power,tower,regular
1207132882,power,tower,regular
1207132883,power,tower,regular
1207132886,power,tower,regular
1207132888,power,tower,regular
1207132890,power,tower,regular
1207132893,power,tower,regular
1207132895,power,tower,regular
1207132899,power,tower,regular
1207132900,power,tower,regular
1207132901,power,tower,regular
1207132902,power,tower,regular
1207132905,power,tower,regular
1207132906,power,tower,regular
1207132913,power,tower,regular
1207132914,power,tower,regular
1207132915,power,tower,regular
1207132916,power,tower,regular
1207132917,power,tower,regular
1207132918,power,tower,regular
1207132924,power,tower,regular
1207132926,power,tower,regular
1207132927,power,tower,regular
1207132928,power,tower,regular
1207132929,power,tower,regular
1207132930,power,tower,regular
1207132935,power,tower,regular
1207132937,power,tower,regular
1207132940,power,tower,regular
1207132941,power,tower,regular
1207132943,power,tower,regular
1207132946,power,tower,regular
1207132964,power,tower,regular
1207132966,power,tower,regular
1207132967,power,tower,regular
1207132968,power,tower,regular
1207132969,power,tower,regular
1207132984,power,tower,regular
1207132988,power,tower,regular
1207132990,power,tower,regular
1207132993,power,tower,regular
1207132995,power,tower,regular
1207133005,power,tower,regular
1207133010,power,tower,regular
1207133014,power,tower,regular
1207133018,power,tower,regular
1207133020,power,tower,regular
1207133024,power,tower,regular
1207133028,power,tower,regular
1207133031,power,tower,regular
1207133037,power,tower,regular
1207133042,power,tower,regular
1207133048,power,tower,regular
1207133053,power,tower,regular
1207133056,power,tower,regular
1207133059,power,tower,regular
1207133062,power,tower,regular
1207133069,power,tower,regular
1207133072,power,tower,regular
1207133079,power,tower,regular
1207133080,power,tower,regular
1207133081,power,tower,regular
1207133084,power,tower,regular
1207133087,power,tower,regular
1207133098,power,tower,regular
1207133099,power,tower,regular
1207133101,power,tower,regular
1207133102,power,tower,regular
1207133103,power,tower,regular
1207133104,power,tower,regular
1207133105,power,tower,regular
1207133106,power,tower,regular
1207133107,power,tower,regular
1207133108,power,tower,regular
1207133109,power,tower,regular
1207133110,power,tower,regular
1207133111,power,tower,regular
1207133112,power,tower,regular
1207133113,power,tower,regular
1207133114,power,tower,regular
1207133115,power,tower,regular
1207133117,power,tower,regular
1207133119,power,tower,regular
1207133120,power,tower,regular
1207133121,power,tower,regular
1207133122,power,tower,regular
1207133123,power,tower,regular
1207133124,power,tower,regular
1207133125,power,tower,regular
1207133126,power,tower,regular
1207133127,power,tower,regular
1207133128,power,tower,regular
1207133129,power,tower,regular
1207133130,power,tower,regular
1207133132,power,tower,regular
1207133133,power,tower,regular
1207133134,power,tower,regular
1207133135,power,tower,regular
1207133136,power,tower,regular
1207133137,power,tower,regular
1207133138,power,tower,regular
1207133139,power,tower,regular
1207133142,power,tower,regular
1207133143,power,tower,regular
1207133144,power,tower,regular
1207133146,power,tower,regular
1207133147,power,tower,regular
1207133148,power,tower,regular
1207133149,power,tower,regular
1207133150,power,tower,regular
1207133151,power,tower,regular
1207133152,power,tower,regular
1207133153,power,tower,regular
1207133154,power,tower,regular
1207133155,power,tower,regular
1207133156,power,tower,regular
1207133157,power,tower,regular
1207133158,power,tower,regular
1207133159,power,tower,regular
1207133160,power,tower,regular
1207133161,power,tower,regular
1207133162,power,tower,regular
1207133163,power,tower,regular
1207133164,power,tower,regular
1207133165,power,tower,regular
1207133166,power,tower,regular
1207133167,power,tower,regular
1207133168,power,tower,regular
1207133169,power,tower,regular
1207133170,power,tower,regular
1207133171,power,tower,regular
1207133172,power,tower,regular
1207133174,power,tower,regular
1207133175,power,tower,regular
1207133176,power,tower,regular
1207133177,power,tower,regular
1207133178,power,tower,regular
1207133179,power,tower,regular
1207133180,power,tower,regular
1207133181,power,tower,regular
1207133182,power,tower,regular
1207133183,power,tower,regular
1207133184,power,tower,regular
1207133185,power,tower,regular
1207133186,power,tower,regular
1207133187,power,tower,regular
1207133188,power,tower,regular
1207133189,power,tower,regular
1207133190,power,tower,regular
1207133192,power,tower,regular
1207133193,power,tower,regular
1207133194,power,tower,regular
1207133195,power,tower,regular
1207133196,power,tower,regular
1207133197,power,tower,regular
1207133198,power,tower,regular
1207133199,power,tower,regular
1207133200,power,tower,regular
1207133201,power,tower,regular
1207133202,power,tower,regular
1207133203,power,tower,regular
1207133204,power,tower,regular
1207133205,power,tower,regular
1207133206,power,tower,regular
1207133207,power,tower,regular
1207133208,power,tower,regular
1207133209,power,tower,regular
1207133210,power,tower,regular
1207133211,power,tower,regular
1207133212,power,tower,regular
1207133213,power,tower,regular
1207133214,power,tower,regular
1207133215,power,tower,regular
1207133216,power,tower,regular
1207133217,power,tower,regular
1207133218,power,tower,regular
1207133219,power,tower,regular
1207133220,power,tower,regular
1207133221,power,tower,regular
1207133222,power,tower,regular
1207133223,power,tower,regular
1207133224,power,tower,regular
1207133225,power,tower,regular
1207133226,power,tower,regular
1207133227,power,tower,regular
1207133228,power,tower,regular
1207133229,power,tower,regular
1207133230,power,tower,regular
1207133231,power,tower,regular
1207133232,power,tower,regular
1207133233,power,tower,regular
1207133234,power,tower,regular
1207133235,power,tower,regular
1207133236,power,tower,regular
1207133237,power,tower,regular
1207133238,power,tower,regular
1207133239,power,tower,regular
1207133241,power,tower,regular
1207133242,power,tower,regular
1207133243,power,tower,regular
1207133244,power,tower,regular
1207133245,power,tower,regular
1207133246,power,tower,regular
1207133247,power,tower,regular
1207133248,power,tower,regular
1207133249,power,tower,regular
1207133250,power,tower,regular
1207133251,power,tower,regular
1207133252,power,tower,regular
1207133254,power,tower,regular
1207133255,power,tower,regular
1207133256,power,tower,regular
1207133258,power,tower,regular
1207133259,power,tower,regular
1207133260,power,tower,regular
1207133261,power,tower,regular
1207133262,power,tower,regular
1207133263,power,tower,regular
1207133264,power,tower,regular
1207133265,power,tower,regular
1207133266,power,tower,regular
1207133267,power,tower,regular
1207133268,power,tower,regular
1207133269,power,tower,regular
1207133270,power,tower,regular
1207133271,power,tower,regular
1207133272,power,tower,regular
1207133274,power,tower,regular
1207133275,power,tower,regular
1207133276,power,tower,regular
1207133277,power,tower,regular
1207133278,power,tower,regular
1207133279,power,tower,regular
1207133280,power,tower,regular
1207133281,power,tower,regular
1207133282,power,tower,regular
1207133283,power,tower,regular
1207133284,power,tower,regular
1207133285,power,tower,regular
1207133286,power,tower,regular
1207133287,power,tower,regular
1207133288,power,tower,regular
1207133289,power,tower,regular
1207133290,power,tower,regular
1207133291,power,tower,regular
1207133292,power,tower,regular
1207133293,power,tower,regular
1207133294,power,tower,regular
1207133295,power,tower,regular
1207133296,power,tower,regular
1207133297,power,tower,regular
1207133298,power,tower,regular
1207133300,power,tower,regular
1207133301,power,tower,regular
1207133302,power,tower,regular
1207133303,power,tower,regular
1207133304,power,tower,regular
1207133305,power,tower,regular
1207133306,power,tower,regular
1207133307,power,tower,regular
1207133308,power,tower,regular
1207133309,power,tower,regular
1207133310,power,tower,regular
1207133314,power,tower,regular
1207133315,power,tower,regular
1207133316,power,tower,regular
1207133317,power,tower,regular
1207133318,power,tower,regular
1207133319,power,tower,regular
1207133320,power,tower,regular
1207133321,power,tower,regular
1207133322,power,tower,regular
1207133323,power,tower,regular
1207133324,power,tower,regular
1207133325,power,tower,regular
1207133326,power,tower,regular
1207133327,power,tower,regular
1207133328,power,tower,regular
1207133329,power,tower,regular
1207133330,power,tower,regular
1207133331,power,tower,regular
1207133332,power,tower,regular
1207133333,power,tower,regular
1207133334,power,tower,regular
1207133336,power,tower,regular
1207133337,power,tower,regular
1207133338,power,tower,regular
1207133339,power,tower,regular
1207133340,power,tower,regular
1207133341,power,tower,regular
1207133342,power,tower,regular
1207133343,power,tower,regular
1207133344,power,tower,regular
1207133345,power,tower,regular
1207133346,power,tower,regular
1207133347,power,tower,regular
1207133348,power,tower,regular
1207133349,power,tower,regular
1207133350,power,tower,regular
1207133351,power,tower,regular
1207133352,power,tower,regular
1207133353,power,tower,regular
1207133354,power,tower,regular
1207133355,power,tower,regular
1207133356,power,tower,regular
1207133357,power,tower,regular
1207133358,power,tower,regular
1207133359,power,tower,regular
1207133360,power,tower,regular
1207133361,power,tower,regular
1207133362,power,tower,regular
1207133364,power,tower,regular
1207133365,power,tower,regular
1207133366,power,tower,regular
1207133367,power,tower,regular
1207133368,power,tower,regular
1207133369,power,tower,regular
1207133370,power,tower,regular
1207133371,power,tower,regular
1207133372,power,tower,regular
1207133373,power,tower,regular
1207133374,power,tower,regular
1207133375,power,tower,regular
1207133376,power,tower,regular
1207133377,power,tower,regular
1207133378,power,tower,regular
1207133379,power,tower,regular
1207133380,power,tower,regular
1207133382,power,tower,regular
1207133383,power,tower,regular
1207133384,power,tower,regular
1207133385,power,tower,regular
1207133386,power,tower,regular
1207133387,power,tower,regular
1207133388,power,tower,regular
1207133389,power,tower,regular
1207133390,power,tower,regular
1207133391,power,tower,regular
1207133392,power,tower,regular
1207133393,power,tower,regular
1207133394,power,tower,regular
1207133395,power,tower,regular
1207133396,power,tower,regular
1207133397,power,tower,regular
1207133398,power,tower,regular
1207133399,power,tower,regular
1207133400,power,tower,regular
1207133401,power,tower,regular
1207133402,power,tower,regular
1207133403,power,tower,regular
1207133404,power,tower,regular
1207133405,power,tower,regular
1207133406,power,tower,regular
1207133407,power,tower,regular
1207133408,power,tower,regular
1207133409,power,tower,regular
1207133410,power,tower,regular
1207133411,power,tower,regular
1207133412,power,tower,regular
1207133413,power,tower,regular
1207133414,power,tower,regular
1207133415,power,tower,regular
1207133416,power,tower,regular
1207133417,power,tower,regular
1207133418,power,tower,regular
1207133419,power,tower,regular
1207133420,power,tower,regular
1207133421,power,tower,regular
1207133422,power,tower,regular
1207133423,power,tower,regular
1207133424,power,tower,regular
1207133426,power,tower,regular
1207133427,power,tower,regular
1207133428,power,tower,regular
1207133430,power,tower,regular
1207133431,power,tower,regular
1207133432,power,tower,regular
1207133433,power,tower,regular
1207133434,power,tower,regular
1207133435,power,tower,regular
1207133436,power,tower,regular
1207133437,power,tower,regular
1207133438,power,tower,regular
1207133439,power,tower,regular
1207133440,power,tower,regular
1207133441,power,tower,regular
1207133442,power,tower,regular
1207133443,power,tower,regular
1207133444,power,tower,regular
1207133445,power,tower,regular
1207133446,power,tower,regular
1207133447,power,tower,regular
1207133448,power,tower,regular
1207133449,power,tower,regular
1207133450,power,tower,regular
1207133453,power,tower,regular
1207133454,power,tower,regular
1207133455,power,tower,regular
1207133457,power,tower,regular
1207133458,power,tower,regular
1207133459,power,tower,regular
1207133460,power,tower,regular
1207133461,power,tower,regular
1207133462,power,tower,regular
1207133463,power,tower,regular
1207133464,power,tower,regular
1207133465,power,tower,regular
1207133466,power,tower,regular
1207133467,power,tower,regular
1207133468,power,tower,regular
1207133469,power,tower,regular
1207133470,power,tower,regular
1207133471,power,tower,regular
1207133472,power,tower,regular
1207133473,power,tower,regular
1207133474,power,tower,regular
1207133475,power,tower,regular
1207133476,power,tower,regular
1207133478,power,tower,regular
1207133480,power,tower,regular
1207133481,power,tower,regular
1207133482,power,tower,regular
1207133483,power,tower,regular
1207133484,power,tower,regular
1207133485,power,tower,regular
1207133486,power,tower,regular
1207133487,power,tower,regular
1207133488,power,tower,regular
1207133489,power,tower,regular
1207133490,power,tower,regular
1207133491,power,tower,regular
1207133492,power,tower,regular
1207133493,power,tower,regular
1207133494,power,tower,regular
1207133495,power,tower,regular
1207133496,power,tower,regular
1207133497,power,tower,regular
1207133498,power,tower,regular
1207133499,power,tower,regular
1207133500,power,tower,regular
1207133501,power,tower,regular
1207133502,power,tower,regular
1207133503,power,tower,regular
1207133504,power,tower,regular
1207133505,power,tower,regular
1207133506,power,tower,regular
1207133507,power,tower,regular
1207133508,power,tower,regular
1207133509,power,tower,regular
1207133510,power,tower,regular
1207133511,power,tower,regular
1207133512,power,tower,regular
1207133514,power,tower,regular
1207133515,power,tower,regular
1207133516,power,tower,regular
1207133517,power,tower,regular
1207133518,power,tower,regular
1207133519,power,tower,regular
1207133520,power,tower,regular
1207133521,power,tower,regular
1207133522,power,tower,regular
